tree_id,accession_number,common_name,scientific_name,additional_taxonomy,dbh,quantity,latitude,longitude,source,community_tag,memorial,age_class,condition_class,date_planted,date_inventoried,tree_asset_value
1,1-2022 U,Elm-American,Ulmus americana,,12,,41.831052875,-87.628747395,Unknown,,,Semi- mature,Fair,,,1582.56
2,2-2022 U,Elm-American,Ulmus americana,,12,,41.831057579,-87.628542281,Unknown,,,Semi- mature,Fair,,,1582.56
3,3-2022 U,Elm-American,Ulmus americana,,10,,41.831057959,-87.628452116,Unknown,,,Semi- mature,Good,,,1538.6
4,4-2022 U,Elm-American,Ulmus americana,,14,,41.831052401,-87.628339326,Unknown,,,Semi- mature,Good,,,3015.66
5,5-2022 U,Elm-American,Ulmus americana,,9,,41.831061894,-87.628223161,Unknown,,,Semi- mature,Fair,,,890.19
6,6-2022 U,Elm-American,Ulmus americana,,12,,41.831066249,-87.628137029,Unknown,,,Semi- mature,Good,,,2215.58
7,7-2022 U,Elm-American,Ulmus americana,,12,,41.831053946,-87.62802723,Unknown,,,Semi- mature,Good,,,2215.58
8,8-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7,,41.831093308,-87.627861277,Unknown,,,Semi- mature,Good,,,452.35
9,9-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.83110159,-87.627951738,Unknown,,,Semi- mature,Good,,,1538.6
10,10-2022 U,Common Baldcypress,Taxodium distichum,,10,,41.831101413,-87.628057077,Unknown,,,Semi- mature,Good,,,1538.6
11,11-2022 U,Common Baldcypress,Taxodium distichum,,12,,41.831085197,-87.628155702,Unknown,,,Semi- mature,Good,,,2215.58
12,12-2022 U,Common Baldcypress,Taxodium distichum,,12,,41.831100294,-87.628262375,Unknown,,,Semi- mature,Good,,,2215.58
13,13-2022 U,Common Baldcypress,Taxodium distichum,,14,,41.831077209,-87.62860737,Unknown,,,Semi- mature,Good,,,4221.92
14,14-2022 U,Common Baldcypress,Taxodium distichum,,9,,41.831082552,-87.628696957,Unknown,,,Semi- mature,Good,,,1246.27
15,15-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.831128406,-87.628907005,Unknown,,,Semi- mature,Good,,,2215.58
16,16-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.831193818,-87.628913776,Unknown,,,Semi- mature,Fair,,,534.11
17,17-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.831290687,-87.628915177,Unknown,,,Semi- mature,Good,,,1861.71
18,18-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.831351458,-87.628917562,Unknown,,,Semi- mature,Fair,,,1582.56
19,19-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6,,41.831608654,-87.628907842,Unknown,,,Semi- mature,Fair,,,395.64
20,20-2022 U,Common Baldcypress,Taxodium distichum,,6,,41.831693714,-87.628904219,Unknown,,,Semi- mature,Fair,,,395.64
21,21-2022 U,Common Baldcypress,Taxodium distichum,,5,,41.831763324,-87.628908282,Unknown,,,Semi- mature,Fair,,,274.75
22,22-2022 U,Dawn Redwood,Metasequoia glyptostroboides,,13,,41.832096593,-87.628927493,Unknown,,,Semi- mature,Good,,,2600.23
23,23-2022 U,Dawn Redwood,Metasequoia glyptostroboides,,12,,41.832138025,-87.628933472,Unknown,,,Semi- mature,Good,,,2215.58
24,24-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.832224784,-87.628927076,Unknown,,,Semi- mature,Fair,,,949.54
25,25-2022 U,Maple-Freeman's,Acer x freemanii,,7,,41.832327376,-87.628927245,Unknown,,,Semi- mature,Good,,,753.91
27,27-2022 U,Hackberry,Celtis occidentalis,,10,,41.832449058,-87.62894135,Unknown,,,Semi- mature,Good,,,923.16
29,29-2022 U,Maple-Freeman's,Acer x freemanii,,6,,41.83256969,-87.628933352,Unknown,,,Semi- mature,Fair,,,395.64
30,30-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.832726174,-87.62884307,Unknown,,,Semi- mature,Good,,,4985.06
31,31-2022 U,Redbud-Eastern,Cercis canadensis,,"6,4,3",,41.832722558,-87.628714416,Unknown,,,Semi- mature,Good,,,938.55
32,32-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2",,41.832721928,-87.628629008,Unknown,,,Semi- mature,Good,,,366.19
33,33-2022 U,Serviceberry,Amelanchier sp.,,"4,3,3,2,2",,41.832732624,-87.628598812,Unknown,,,Semi- mature,Good,,,904.7
34,34-2022 U,Catalpa-Northern,Catalpa speciosa,,16,,41.832738312,-87.628544736,Unknown,,,Semi- mature,Good,,,5514.34
35,35-2022 U,Hawthorn,Crataegus sp.,,9,,41.832735182,-87.628329115,Unknown,,,Semi- mature,Fair,,,1246.27
36,36-2022 U,Hackberry,Celtis occidentalis,,15,,41.832727369,-87.628236538,Unknown,,,Semi- mature,Good,,,3461.85
37,37-2022 U,Hackberry,Celtis occidentalis,,11,,41.832727223,-87.628178547,Unknown,,,Semi- mature,Good,,,1861.71
38,38-2022 U,Hawthorn,Crataegus sp.,,9,,41.832734797,-87.628088309,Unknown,,,Semi- mature,Good,,,1246.27
39,39-2022 U,Linden-Littleleaf,Tilia cordata,,10,,41.832737396,-87.628012089,Unknown,,,Semi- mature,Good,,,2154.04
40,40-2022 U,Elm-American,Ulmus americana,,17,,41.832709394,-87.627966894,Unknown,,,Semi- mature,Good,,,6225.18
41,41-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.832708356,-87.6278848,Unknown,,,Semi- mature,Fair,,,3461.85
42,42-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.832677666,-87.627867822,Unknown,,,Semi- mature,Good,,,2154.04
43,43-2022 U,Oak-Swamp White,Quercus bicolor,,9,,41.832615926,-87.627855123,Unknown,,,Semi- mature,Fair,,,890.19
44,44-2022 U,Oak-Swamp White,Quercus bicolor,,9,,41.832566706,-87.627861595,Unknown,,,Semi- mature,Good,,,1744.77
45,45-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.83262563,-87.627944782,Unknown,,,Semi- mature,Fair,,,8139.19
46,46-2022 U,Hackberry,Celtis occidentalis,,13,,41.832535115,-87.627949427,Unknown,,,Semi- mature,Good,,,2600.23
47,47-2022 U,Hackberry,Celtis occidentalis,,12,,41.832463807,-87.627900693,Unknown,,,Semi- mature,Fair,,,1582.56
48,48-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6,,41.832424885,-87.627840545,Unknown,,,Semi- mature,Fair,,,553.9
49,49-2022 U,Elm-American,Ulmus americana,,23,,41.83234508,-87.627948921,Unknown,,,Semi- mature,Poor,,,4883.52
50,50-2022 U,Oak-Swamp White,Quercus bicolor,,8,,41.832312659,-87.627861526,Unknown,,,Semi- mature,Good,,,1378.59
51,51-2022 U,Oak-Swamp White,Quercus bicolor,,9,,41.832291277,-87.627910724,Unknown,,,Semi- mature,Good,,,1744.77
52,52-2022 U,Oak-Swamp White,Quercus bicolor,,10,,41.832255684,-87.62792184,Unknown,,,Semi- mature,Good,,,2154.04
53,53-2022 U,Catalpa-Northern,Catalpa speciosa,,14,,41.832201274,-87.627919066,Unknown,,,Semi- mature,Good,,,4221.92
54,54-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7,,41.832159004,-87.627908827,Unknown,,,Semi- mature,Good,,,1055.48
55,55-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.832168397,-87.627865643,Unknown,,,Semi- mature,Fair,,,1538.6
56,56-2022 U,Redbud-Eastern,Cercis canadensis,,"6,6,5",,41.832099912,-87.627863574,Unknown,,,Semi- mature,Good,,,2089.42
57,57-2022 U,Redbud-Eastern,Cercis canadensis,,"6,6,4,4",,41.832083543,-87.627865677,Unknown,,,Semi- mature,Good,,,2240.2
58,58-2022 U,Redbud-Eastern,Cercis canadensis,,"8,6,6",,41.832107337,-87.627900795,Unknown,,,Semi- mature,Good,,,2929.49
59,59-2022 U,Hawthorn,Crataegus sp.,,"3,3,2,2,2",,41.832094028,-87.627946335,Unknown,,,Semi- mature,Good,,,1938.64
60,60-2022 U,Elm-American,Ulmus americana,,13,,41.832022448,-87.62793227,Unknown,,,Semi- mature,Good,,,3640.33
61,61-2022 U,Hackberry,Celtis occidentalis,,12,,41.831986839,-87.627918176,Unknown,,,Semi- mature,Good,,,3101.82
62,62-2022 U,Hackberry,Celtis occidentalis,,8,,41.831941431,-87.627956614,Unknown,,,Semi- mature,Good,,,590.82
63,63-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.83185781,-87.627932374,Unknown,,,Semi- mature,Fair,,,8862.34
64,64-2022 U,Oak-Swamp White,Quercus bicolor,,7,,41.831668018,-87.627959657,Unknown,,,Semi- mature,Good,,,1055.48
65,65-2022 U,Redbud-Eastern,Cercis canadensis,,"3,2,2,2,2,2",,41.831628692,-87.627959669,Unknown,,,Semi- mature,Good,,,1249.34
66,66-2022 U,Redbud-Eastern,Cercis canadensis,,"5,4,3",,41.831600006,-87.627968898,Unknown,,,Semi- mature,Fair,,,549.5
67,67-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2,2,2",,41.831489178,-87.627970901,Unknown,,,Semi- mature,Poor,,,197.82
68,68-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2,2",,41.831440995,-87.627974774,Unknown,,,Semi- mature,Good,,,1600.14
69,69-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.831378123,-87.627866601,Unknown,,,Semi- mature,Good,,,1246.27
70,70-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.831334739,-87.627952335,Unknown,,,Semi- mature,Good,,,1538.6
71,71-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.831292082,-87.627958918,Unknown,,,Semi- mature,Good,,,984.7
72,72-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,11,,41.831222862,-87.627950468,Unknown,,,Semi- mature,Good,,,1861.71
73,73-2022 U,Viburnum,Viburnum sp.,,"4,3,2,2,2,2",,41.83117417,-87.62796157,Unknown,,,Semi- mature,Good,,,883.16
74,74-2022 U,Fringetree-White,Chionanthus virginicus,,"3,2,2,2",,41.832228466,-87.627856354,Unknown,,Anthony Mims; William Sabato; David Thompson,Semi- mature,Fair,,,323.11
75,75-2022 U,Redbud-Eastern,Cercis canadensis,,"5,4,3",,41.832804266,-87.627981813,Unknown,,,Semi- mature,Good,,,1077.02
76,76-2022 U,Redbud-Eastern,Cercis canadensis,,"7,7,5,3,3",,41.832851169,-87.627945287,Unknown,,,Semi- mature,Good,,,3037.2
77,77-2022 U,Redbud-Eastern,Cercis canadensis,,"7,4",,41.832854706,-87.62791798,Unknown,,,Semi- mature,Fair,,,1000.09
78,78-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.833055579,-87.628250419,Unknown,,,Semi- mature,Good,,,344.65
79,79-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.833239917,-87.628057641,Unknown,,,Semi- mature,Good,,,12407.27
80,80-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.833146823,-87.627885204,Unknown,,,Semi- mature,Good,,,11394.87
81,81-2022 U,Witchhazel,Hamamelis virginiana,,3,,41.83365762,-87.627974525,Unknown,,,Semi- mature,Fair,,,138.47
82,82-2022 U,Maple-Norway,Acer platanoides,,13,,41.833729396,-87.627989497,Unknown,,,Semi- mature,Good,,,2600.23
83,83-2022 U,Maple-Norway,Acer platanoides,,12,,41.833900304,-87.628005662,Unknown,,,Semi- mature,Good,,,2215.58
84,84-2022 U,Linden-Littleleaf,Tilia cordata,,9,,41.83401016,-87.627960255,Unknown,,,Semi- mature,Good,,,1744.77
85,85-2022 U,Elm-American,Ulmus americana,,28,,41.834172278,-87.628010962,Unknown,,,Mature,Good,,,16887.67
86,86-2022 U,Elm-American,Ulmus americana,,23,,41.834161099,-87.628710698,Unknown,,,Semi- mature,Good,,,11394.87
87,87-2022 U,Walnut-Black,Juglans nigra,,14,,41.834026987,-87.628769517,Unknown,,,Semi- mature,Good,,,4221.92
88,88-2022 U,Serviceberry,Amelanchier sp.,,5,,41.83391414,-87.628730388,Unknown,,,Semi- mature,Good,,,384.65
89,89-2022 U,Horsechestnut- Common,Aesculus hippocastanum,,13,,41.833883297,-87.62873276,Unknown,,,Semi- mature,Fair,,,1857.31
90,90-2022 U,Serviceberry,Amelanchier sp.,,4,,41.833895673,-87.628712904,Unknown,,,Semi- mature,Good,,,246.18
91,91-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.833850748,-87.628763557,Unknown,,,Semi- mature,Good,,,3461.85
92,92-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2",,41.833807219,-87.628772972,Unknown,,,Semi- mature,Good,,,452.35
93,93-2022 U,Serviceberry,Amelanchier sp.,,5,,41.83379499,-87.628731602,Unknown,,,Semi- mature,Good,,,538.51
94,94-2022 U,Horsechestnut- Common,Aesculus hippocastanum,,15,,41.833683005,-87.628705632,Unknown,,,Semi- mature,Good,,,3461.85
95,95-2022 U,Redbud-Eastern,Cercis canadensis,,"12,10",,41.833528003,-87.628686208,Unknown,,,Semi- mature,Good,,,5255.86
96,96-2022 U,Redbud-Eastern,Cercis canadensis,,"9,7,7",,41.833503793,-87.628669126,Unknown,,,Semi- mature,Good,,,2754.09
97,97-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.833425193,-87.628690878,Unknown,,,Mature,Good,,,14561.31
98,98-2022 U,Serviceberry,Amelanchier sp.,,5,,41.833381018,-87.628684586,Unknown,,,Semi- mature,Good,,,538.51
99,99-2022 U,Serviceberry,Amelanchier sp.,,5,,41.833362652,-87.628695019,Unknown,,,Semi- mature,Good,,,538.51
100,100-2022 U,Crabapple,Malus sp.,,13,,41.833289224,-87.628678918,Unknown,,,Semi- mature,Good,,,3640.33
101,101-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.831100031,-87.627623777,Unknown,,,Semi- mature,Good,,,1378.59
102,102-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7,,41.83110533,-87.627535223,Unknown,,,Semi- mature,Fair,,,753.91
103,103-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,4,,41.831101572,-87.6274497,Unknown,,,Young,Poor,,,147.71
104,104-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,7,,41.831096803,-87.627346493,Unknown,,,Semi- mature,Good,,,1055.48
105,105-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.831116326,-87.627275894,Unknown,,,Semi- mature,Good,,,1378.59
106,106-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6,,41.831108147,-87.62717825,Unknown,,,Semi- mature,Good,,,775.45
107,107-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6,,41.831102683,-87.627097946,Unknown,,,Semi- mature,Good,,,775.45
108,108-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,5,,41.831102221,-87.626991946,Unknown,,,Young,Good,,,538.51
109,109-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.831105084,-87.626912954,Unknown,,,Semi- mature,Good,,,1744.77
110,110-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.831242746,-87.626711219,Unknown,,,Semi- mature,Good,,,3101.82
111,111-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.831299883,-87.626708915,Unknown,,,Semi- mature,Good,,,2154.04
112,112-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.831360951,-87.626731218,Unknown,,,Semi- mature,Good,,,2154.04
113,113-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.83140716,-87.626716201,Unknown,,,Semi- mature,Good,,,1117.02
114,114-2022 U,Oak-Bur,Quercus macrocarpa,,8,,41.831768932,-87.626703696,Unknown,,,Semi- mature,Good,,,1772.47
115,115-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.831811335,-87.626726245,Unknown,,,Semi- mature,Good,,,1744.77
116,116-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.831868591,-87.626724463,Unknown,,,Semi- mature,Good,,,2154.04
117,117-2022 U,Honeylocust-Common,Gleditsia triacanthos,,28,,41.831762476,-87.626821079,Unknown,,,Mature,Good,,,7237.57
118,118-2022 U,Honeylocust-Common,Gleditsia triacanthos,,28,,41.831782509,-87.626839443,Unknown,,,Mature,Good,,,7237.57
119,119-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,1,,41.831921262,-87.626811509,Unknown,,,Young,Good,,,21.54
120,120-2022 U,Euonymus,Euonymus sp.,,"2,2,2,2,2,2",,41.831885513,-87.627165146,Unknown,,,Semi- mature,Good,,,2584.85
121,121-2022 U,Euonymus,Euonymus sp.,,"2,2,2,2,2,2",,41.832009867,-87.62716165,Unknown,,,Semi- mature,Good,,,3101.82
122,122-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,2,,41.831988741,-87.62683508,Unknown,,,Young,Good,,,86.16
123,123-2022 U,Maple-Freeman's,Acer x freemanii,,20,,41.832053547,-87.626822051,Unknown,,,Mature,Poor,,,1582.56
124,124-2022 U,Ash-White,Fraxinus americana,,8,,41.83209602,-87.626714419,Unknown,,,Semi- mature,Poor,,,590.82
125,125-2022 U,Ash-White,Fraxinus americana,,12,,41.832143763,-87.626708926,Unknown,,,Semi- mature,Good,,,3101.82
126,126-2022 U,Oak-Bur,Quercus macrocarpa,,10,,41.83219396,-87.62671897,Unknown,,,Semi- mature,Good,,,2769.48
127,127-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,8,,41.832234291,-87.626723182,Unknown,,,Semi- mature,Good,,,1378.59
128,128-2022 U,Oak-Bur,Quercus macrocarpa,,17,,41.832450552,-87.626728863,Unknown,,,Semi- mature,Good,,,8003.8
129,129-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.832526809,-87.626707831,Unknown,,,Semi- mature,Good,,,2606.39
130,130-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.832580542,-87.626697121,Unknown,,,Semi- mature,Good,,,1744.77
131,131-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,11,,41.832622778,-87.626733694,Unknown,,,Semi- mature,Good,,,1861.71
132,132-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,8,,41.832658245,-87.626705143,Unknown,,,Semi- mature,Good,,,1378.59
133,133-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.832708858,-87.626750664,Unknown,,,Semi- mature,Fair,,,2600.23
134,134-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.832740578,-87.626700898,Unknown,,,Semi- mature,Fair,,,703.36
135,135-2022 U,Elm,Ulmus sp.,,13,,41.832487843,-87.626860568,Unknown,,,Semi- mature,Fair,,,1857.31
136,136-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.832549893,-87.62684082,Unknown,,,Semi- mature,Good,,,1744.77
137,137-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.832575125,-87.626917838,Unknown,,,Semi- mature,Fair,,,422.02
138,138-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,10,,41.832652718,-87.626827152,Unknown,,,Semi- mature,Good,,,2154.04
139,139-2022 U,Serviceberry,Amelanchier sp.,,"2,2,2,2,2",,41.832687342,-87.626876886,Unknown,,,Semi- mature,Good,,,430.81
140,140-2022 U,Serviceberry,Amelanchier canadensis,,5,,41.832713366,-87.626903827,Unknown,,,Semi- mature,Good,,,538.51
141,141-2022 U,Honeylocust-Common,Gleditsia triacanthos,,31,,41.832694181,-87.626986595,Unknown,,,Mature,Good,,,8694.93
142,142-2022 U,Hawthorn,Crataegus sp.,,5,,41.832712889,-87.627100624,Unknown,,,Semi- mature,Good,,,538.51
143,143-2022 U,Hawthorn,Crataegus sp.,,10,,41.832742264,-87.627167379,Unknown,,,Semi- mature,Fair,,,1538.6
144,144-2022 U,Hawthorn,Crataegus sp.,,4,,41.832735919,-87.627439457,Unknown,,,Semi- mature,Good,,,344.65
145,145-2022 U,Hawthorn,Crataegus sp.,,5,,41.832722194,-87.627497969,Unknown,,,Semi- mature,Good,,,384.65
146,146-2022 U,Hackberry,Celtis occidentalis,,18,,41.832712963,-87.627640982,Unknown,,,Mature,Good,,,2991.04
147,147-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.832708337,-87.627567312,Unknown,,,Semi- mature,Good,,,984.7
148,148-2022 U,Hackberry,Celtis occidentalis,,14,,41.832721821,-87.627598357,Unknown,,,Mature,Good,,,3015.66
149,149-2022 U,Oak-Bur,Quercus macrocarpa,,17,,41.832719443,-87.627677956,Unknown,,,Mature,Good,,,8003.8
150,150-2022 U,Hawthorn,Crataegus sp.,,"12,8",,41.83268003,-87.62774194,Unknown,,,Semi- mature,Good,,,4480.4
151,151-2022 U,Oak-Northern Red,Quercus rubra,,10,,41.832631962,-87.627719735,Unknown,,,Semi- mature,Good,,,2154.04
152,152-2022 U,Hackberry,Celtis occidentalis,,17,,41.832598445,-87.627636551,Unknown,,,Semi- mature,Good,,,4446.55
153,153-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.832550938,-87.62769165,Unknown,,,Semi- mature,Good,,,1744.77
154,154-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,19,,41.83253298,-87.627649553,Unknown,,,Mature,Good,,,3332.61
155,155-2022 U,Catalpa,Catalpa sp.,,12,,41.832481978,-87.627723294,Unknown,,,Semi- mature,Good,,,3101.82
156,156-2022 U,Maple-Freeman's,Acer x freemanii,,8,,41.832409423,-87.627667403,Unknown,,,Semi- mature,Good,,,1378.59
157,157-2022 U,Elm-American,Ulmus americana,,26,,41.83239509,-87.627586738,Unknown,,,Mature,Fair,,,7429.24
158,158-2022 U,Oak-Swamp White,Quercus bicolor,,10,,41.832305441,-87.627605795,Unknown,,,Semi- mature,Good,,,2154.04
159,159-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,22,,41.832265066,-87.627695856,Unknown,,,Semi- mature,Good,,,10425.55
160,160-2022 U,Oak-Northern Red,Quercus rubra,,8,,41.832157577,-87.627718569,Unknown,,,Semi- mature,Good,,,1378.59
161,161-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.832111261,-87.627695906,Unknown,,,Semi- mature,Good,,,3692.64
162,162-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.832029971,-87.627713136,Unknown,,,Mature,Good,,,10400.94
163,163-2022 U,Serviceberry,Amelanchier sp.,,"4,2,2",,41.832031511,-87.627641374,Unknown,,,Semi- mature,Good,,,1550.91
164,164-2022 U,Linden-Littleleaf,Tilia cordata,,22,,41.831993341,-87.627555657,Unknown,,,Semi- mature,Good,,,7446.82
165,165-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.831907562,-87.627361862,Unknown,,,Semi- mature,Good,,,4883.52
167,167-2022 U,Serviceberry,Amelanchier sp.,,"4,4,4,3,3",,41.831902888,-87.627602184,Unknown,,,Semi- mature,Good,,,4265.0
168,168-2022 U,Hawthorn,Crataegus sp.,,8,,41.831914306,-87.627699409,Unknown,,,Semi- mature,Good,,,1378.59
169,169-2022 U,Hawthorn,Crataegus sp.,,"4,4,3,2",,41.831854364,-87.627713984,Unknown,,,Semi- mature,Good,,,3877.27
170,170-2022 U,Redbud-Eastern,Cercis canadensis,,"5,4,4",,41.831804534,-87.6278235,Unknown,,,Semi- mature,Good,,,3683.41
171,171-2022 U,Hackberry,Celtis occidentalis,,3,,41.831741471,-87.627669097,Unknown,,,Young,Good,,,193.86
172,172-2022 U,Hackberry,Celtis occidentalis,,4,,41.831659612,-87.627705495,Unknown,,,Young,Good,,,344.65
173,173-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.831706236,-87.627804311,Unknown,,,Semi- mature,Good,,,1378.59
174,174-2022 U,Oak-Northern Red,Quercus rubra,,5,,41.831655833,-87.627807371,Unknown,,,Young,Good,,,538.51
175,175-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.831464029,-87.627727841,Unknown,,,Semi- mature,Fair,,,1246.27
176,176-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.831380727,-87.627724229,Unknown,,,Semi- mature,Fair,,,4446.55
177,177-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.831257086,-87.627723053,Unknown,,,Semi- mature,Fair,,,8139.19
178,178-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.831179489,-87.627719894,Unknown,,,Semi- mature,Fair,,,8862.34
179,179-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.832799112,-87.626731363,Unknown,,,Semi- mature,Good,,,1378.59
180,180-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.832839937,-87.62672142,Unknown,,,Semi- mature,Good,,,1744.77
181,181-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.832882041,-87.626736581,Unknown,,,Semi- mature,Good,,,1744.77
182,182-2022 U,Hawthorn,Crataegus sp.,,5,,41.832880684,-87.626840215,Unknown,,,Semi- mature,Fair,,,384.65
183,183-2022 U,Honeylocust-Common,Gleditsia triacanthos,,28,,41.832869951,-87.626850707,Unknown,,,Mature,Good,,,16887.67
185,185-2022 U,Honeylocust-Common,Gleditsia triacanthos,,29,,41.832872702,-87.62706186,Unknown,,,Mature,Good,,,12939.63
186,186-2022 U,Hawthorn,Crataegus sp.,,5,,41.832855047,-87.627326174,Unknown,,,Semi- mature,Good,,,538.51
187,187-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,8,,41.832863412,-87.627404157,Unknown,,,Semi- mature,Good,,,1378.59
188,188-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,7,,41.832865885,-87.627506829,Unknown,,,Semi- mature,Good,,,1055.48
189,189-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.832871904,-87.627743654,Unknown,,,Semi- mature,Good,,,2606.39
190,190-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,10,,41.832802791,-87.627747772,Unknown,,,Semi- mature,Good,,,2154.04
191,191-2022 U,Hawthorn,Crataegus sp.,,5,,41.832960207,-87.627719915,Unknown,,,Semi- mature,Good,,,538.51
192,192-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,7,,41.833002957,-87.627734778,Unknown,,,Semi- mature,Good,,,1055.48
193,193-2022 U,Elm,Ulmus sp.,,9,,41.833167969,-87.627724368,Unknown,,,Semi- mature,Good,,,1246.27
194,194-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.833282144,-87.627750775,Unknown,,,Semi- mature,Good,,,3015.66
195,195-2022 U,Hawthorn,Crataegus sp.,,"5,4,4,3,3",,41.833373526,-87.62772807,Unknown,,,Semi- mature,Good,,,1615.53
