tree_id,accession_number,common_name,scientific_name,additional_taxonomy,dbh,quantity,latitude,longitude,source,community_tag,memorial,age_class,condition_class,date_planted,date_inventoried,tree_asset_value
1449,1349-2022 U,Ash-Green,Fraxinus pennsylvanica,,15,,41.83462318,-87.62482758,Unknown,,,Semi- mature,Good,,,2077.11
1450,1350-2022 U,Ash-Green,Fraxinus pennsylvanica,,15,,41.83461805,-87.62466492,Unknown,,,Semi- mature,Fair,,,1483.65
1451,1351-2022 U,Ash-Green,Fraxinus pennsylvanica,,18,,41.83464547,-87.624592,Unknown,,,Semi- mature,Fair,,,2136.46
1452,1352-2022 U,Locust-Black,Robinia pseudoacacia,Purple Robe',11,,41.83464543,-87.62452503,Unknown,,,Semi- mature,Good,,,1117.02
1453,1353-2022 U,Ash-Green,Fraxinus pennsylvanica,,16,,41.8346266,-87.62438708,Unknown,,,Semi- mature,Fair,,,1688.06
1454,1354-2022 U,Ash-Green,Fraxinus pennsylvanica,,15,,41.83461333,-87.62422033,Unknown,,,Semi- mature,Fair,,,1483.65
1455,1355-2022 U,Ash-Green,Fraxinus pennsylvanica,,16,,41.83460932,-87.62415602,Unknown,,,Semi- mature,Fair,,,1688.06
1456,1356-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.834631867,-87.623698349,Unknown,,,Mature,Good,,,4883.52
1459,1359-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.83438028,-87.62346498,Unknown,,,Mature,Good,,,9616.25
1460,1360-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.83428332,-87.62346955,Unknown,,,Semi- mature,Poor,,,1292.42
1461,1361-2022 U,Zelkova-Japanese,Zelkova serrata,,14,,41.83420476,-87.623446798,Unknown,,,Semi- mature,Good,,,3015.66
1462,1362-2022 U,Zelkova-Japanese,Zelkova serrata,,18,,41.833934923,-87.623448802,Unknown,,,Semi- mature,Good,,,6979.09
1463,1363-2022 U,Ash-Green,Fraxinus pennsylvanica,,17,,41.83384403,-87.62347742,Unknown,,,Semi- mature,Good,,,4446.55
1464,1364-2022 U,Ash-Green,Fraxinus pennsylvanica,,19,,41.833778525,-87.623445103,Unknown,,,Semi- mature,Fair,,,3967.39
1465,1365-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.83365822,-87.62347113,Unknown,,,Mature,Fair,,,7429.24
1466,1366-2022 U,Ash-Green,Fraxinus pennsylvanica,,17,,41.833554172,-87.623436598,Unknown,,,Semi- mature,Fair,,,3176.11
1467,1367-2022 U,Hackberry,Celtis occidentalis,,16,,41.83347268,-87.62344492,Unknown,,,Semi- mature,Fair,,,2813.44
1468,1368-2022 U,Hackberry,Celtis occidentalis,,16,,41.833417314,-87.623434957,Unknown,,,Semi- mature,Good,,,3938.82
1469,1369-2022 U,Hackberry,Celtis occidentalis,,18,,41.833364832,-87.623428542,Unknown,,,Semi- mature,Good,,,4985.06
1474,1374-2022 U,Elm-American,Ulmus americana,,7,,41.832988017,-87.623421847,Unknown,,,Semi- mature,Good,,,1055.48
1475,1375-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.832884868,-87.623432775,Unknown,,,Mature,Good,,,8139.19
1476,1376-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,30,,41.83296418,-87.6236174,Unknown,,,Mature,Fair,,,9891.0
1477,1377-2022 U,Mulberry-White,Morus alba,,26,,41.8329199,-87.62352323,Unknown,,,Mature,Fair,,,4457.54
1478,1378-2022 U,Pine-Austrian,Pinus nigra,,11,,41.834212415,-87.624653328,Unknown,,,Semi- mature,Good,,,2606.39
1479,1379-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834177096,-87.624689088,Unknown,,,Semi- mature,Good,,,3640.33
1480,1380-2022 U,Hawthorn,Crataegus sp.,,15,,41.834229257,-87.624761866,Unknown,,,Semi- mature,Fair,,,3461.85
1481,1381-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834401991,-87.624888615,Unknown,,,Semi- mature,Good,,,3640.33
1482,1382-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83456954,-87.624827658,Unknown,,,Semi- mature,Fair,,,3461.85
1483,1383-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.834563993,-87.624706897,Unknown,,,Semi- mature,Fair,,,6154.4
1484,1384-2022 U,Maple-Sugar,Acer saccharum,,8,,41.834584717,-87.624652819,Unknown,,,Semi- mature,Good,,,1378.59
1485,1385-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834499568,-87.624654768,Unknown,,,Semi- mature,Fair,,,2600.23
1486,1386-2022 U,Maple-Sugar,Acer saccharum,,12,,41.834541476,-87.624592179,Unknown,,,Semi- mature,Good,,,3101.82
1487,1387-2022 U,Maple-Sugar,Acer saccharum,,15,,41.834516344,-87.624525567,Unknown,,,Semi- mature,Good,,,4846.59
1488,1388-2022 U,Maple-Sugar,Acer saccharum,,9,,41.834591722,-87.624516915,Unknown,,,Semi- mature,Poor,,,534.11
1489,1389-2022 U,Hawthorn,Crataegus sp.,,15,,41.834562197,-87.624463382,Unknown,,,Semi- mature,Fair,,,3461.85
1490,1390-2022 U,Hawthorn,Crataegus sp.,,6,,41.834582983,-87.624314976,Unknown,,,Semi- mature,Good,,,775.45
1491,1391-2022 U,Pine-Austrian,Pinus nigra,,13,,41.83446778,-87.624299775,Unknown,,,Semi- mature,Good,,,3640.33
1492,1392-2022 U,Pine-Austrian,Pinus nigra,,14,,41.834446658,-87.624192647,Unknown,,,Semi- mature,Good,,,4221.92
1493,1393-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.834587588,-87.624249302,Unknown,,,Semi- mature,Good,,,6979.09
1494,1394-2022 U,Hawthorn,Crataegus sp.,,6,,41.834575182,-87.624270781,Unknown,,,Semi- mature,Good,,,775.45
1495,1395-2022 U,Hawthorn,Crataegus sp.,,6,,41.834576389,-87.624134927,Unknown,,,Semi- mature,Good,,,775.45
1496,1396-2022 U,Hawthorn,Crataegus sp.,,6,,41.834545549,-87.624115994,Unknown,,,Semi- mature,Good,,,775.45
1497,1397-2022 U,Pine-Austrian,Pinus nigra,,14,,41.834325399,-87.624112128,Unknown,,,Semi- mature,Good,,,4221.92
1498,1398-2022 U,Redbud-Eastern,Cercis canadensis,,"6,6,5",,41.835079858,-87.624656468,Unknown,,,Semi- mature,Good,,,2089.42
1499,1399-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.835418201,-87.625180769,Unknown,,,Semi- mature,Good,,,8616.16
1500,1400-2022 U,Maple-Freeman's,Acer x freemanii,,10,,41.835736546,-87.62514408,Unknown,,,Semi- mature,Good,,,2154.04
1501,1401-2022 U,Buckeye-Ohio,Aesculus glabra,,4,,41.83433167,-87.6236042,Unknown,,,Young,Good,,,344.65
1502,1402-2022 U,Locust-Black,Robinia pseudoacacia,Purple Robe',2,,41.83455073,-87.6235869,Unknown,,,Young,Good,,,86.16
1503,1403-2022 U,Locust-Black,Robinia pseudoacacia,Purple Robe',2,,41.834546196,-87.623651197,Unknown,,,Young,Good,,,86.16
1504,1404-2022 U,Locust-Black,Robinia pseudoacacia,Purple Robe',2,,41.83459327,-87.62359055,Unknown,,,Young,Good,,,86.16
1505,1405-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.8342459,-87.62394688,Unknown,,,Semi- mature,Fair,,,1857.31
1506,1406-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.8342807,-87.62397928,Unknown,,,Semi- mature,Fair,,,1582.56
1507,1407-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83433145,-87.62395062,Unknown,,,Semi- mature,Fair,,,3461.85
1508,1408-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.83442528,-87.62397163,Unknown,,,Semi- mature,Fair,,,3015.66
1509,1409-2022 U,Hawthorn,Crataegus sp.,,6,,41.83446468,-87.62396657,Unknown,,,Semi- mature,Fair,,,553.9
1510,1410-2022 U,Hawthorn,Crataegus sp.,,5,,41.83448617,-87.6240306,Unknown,,,Semi- mature,Fair,,,384.65
1511,1411-2022 U,Hawthorn,Crataegus sp.,,5,,41.83446835,-87.62406132,Unknown,,,Semi- mature,Fair,,,384.65
1512,1412-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.83453078,-87.62400128,Unknown,,,Semi- mature,Fair,,,3015.66
1513,1413-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83456223,-87.62406007,Unknown,,,Semi- mature,Fair,,,3461.85
1514,1414-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.83427047,-87.62405215,Unknown,,,Semi- mature,Fair,,,3938.82
1515,1415-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,27,,41.835707079,-87.625245107,Unknown,,,Mature,Good,,,11216.39
1516,1416-2022 U,Maple-Norway,Acer platanoides,,15,,41.835786602,-87.625255066,Unknown,,,Semi- mature,Good,,,4846.59
1517,1417-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.835863102,-87.625265652,Unknown,,,Mature,Good,,,11394.87
1518,1418-2022 U,Maple-Freeman's,Acer x freemanii,,13,,41.835928268,-87.625262112,Unknown,,,Semi- mature,Good,,,3640.33
1519,1419-2022 U,Serviceberry,Amelanchier sp.,,"4,4,2,2",,41.836151637,-87.625243269,Unknown,,,Semi- mature,Good,,,861.62
1520,1420-2022 U,Maple-Freeman's,Acer x freemanii,,13,,41.836194762,-87.625318132,Unknown,,,Semi- mature,Good,,,3640.33
1521,1421-2022 U,Oak-Northern Red,Quercus rubra,,10,,41.8362221,-87.62523316,Unknown,,,Semi- mature,Good,,,2154.04
1522,1422-2022 U,Hackberry,Celtis occidentalis,,12,,41.836260097,-87.625270147,Unknown,,,Semi- mature,Good,,,3101.82
1523,1423-2022 U,Maple-Freeman's,Acer x freemanii,,13,,41.836381321,-87.625451412,Unknown,,,Semi- mature,Good,,,3640.33
1524,1424-2022 U,Oak-Swamp White,Quercus bicolor,,10,,41.836429819,-87.625494044,Unknown,,,Semi- mature,Good,,,2154.04
1525,1425-2022 U,Hawthorn,Crataegus sp.,,"5,5,4",,41.836380061,-87.625145793,Unknown,,,Semi- mature,Good,,,4265.0
1526,1426-2022 U,Maple-Norway,Acer platanoides,,19,,41.836281509,-87.625455625,Unknown,,,Semi- mature,Good,,,5554.35
1527,1427-2022 U,Oak-Northern Red,Quercus rubra,,10,,41.83634639,-87.625553078,Unknown,,,Semi- mature,Good,,,2154.04
1528,1428-2022 U,Serviceberry,Amelanchier sp.,,"4,4,3,3,3,2",,41.836296019,-87.625671266,Unknown,,,Semi- mature,Good,,,4071.14
1529,1429-2022 U,Oak-Swamp White,Quercus bicolor,,11,,41.836354264,-87.625829668,Unknown,,,Semi- mature,Good,,,2606.39
1530,1430-2022 U,Oak-Northern Red,Quercus rubra,,7,,41.836415561,-87.625829766,Unknown,,,Semi- mature,Fair,,,753.91
1531,1431-2022 U,Hackberry,Celtis occidentalis,,19,,41.836504063,-87.625485503,Unknown,,,Semi- mature,Fair,,,3967.39
1532,1432-2022 U,Hawthorn,Crataegus sp.,,"10,9,8",,41.836544247,-87.625347524,Unknown,,,Semi- mature,Fair,,,3769.57
1533,1433-2022 U,Hackberry,Celtis occidentalis,,10,,41.836478547,-87.625217845,Unknown,,,Semi- mature,Good,,,2154.04
1534,1434-2022 U,Elm-American,Ulmus americana,,40,,41.836579729,-87.625202986,Unknown,,,Mature,Good,,,31528.56
1535,1435-2022 U,Oak-Swamp White,Quercus bicolor,,8,,41.836581331,-87.625396077,Unknown,,,Semi- mature,Good,,,1378.59
1536,1436-2022 U,Oak-Swamp White,Quercus bicolor,,8,,41.836569335,-87.625467338,Unknown,,,Semi- mature,Good,,,1378.59
1537,1437-2022 U,Pine-Eastern White,Pinus strobus,,16,,41.836596842,-87.625562049,Unknown,,,Semi- mature,Good,,,2363.29
1538,1438-2022 U,Redbud-Eastern,Cercis canadensis,,"9,6,6,4",,41.836616772,-87.625473861,Unknown,,,Semi- mature,Good,,,3640.33
1539,1439-2022 U,Redbud-Eastern,Cercis canadensis,,"9,8",,41.836624401,-87.625391346,Unknown,,,Semi- mature,Good,,,3123.36
1540,1440-2022 U,Pine-Eastern White,Pinus strobus,,11,,41.836626368,-87.625366635,Unknown,,,Semi- mature,Good,,,1861.71
1541,1441-2022 U,Pine-Eastern White,Pinus strobus,,11,,41.836709224,-87.625332129,Unknown,,,Semi- mature,Good,,,1861.71
1542,1442-2022 U,Redbud-Eastern,Cercis canadensis,,"6,4,4",,41.836670096,-87.625283078,Unknown,,,Semi- mature,Good,,,1464.75
1543,1443-2022 U,Hackberry,Celtis occidentalis,,8,,41.836670668,-87.625209994,Unknown,,,Semi- mature,Good,,,1378.59
1544,1444-2022 U,Hawthorn,Crataegus sp.,,"9,8",,41.836807517,-87.625451069,Unknown,,,Semi- mature,Fair,,,2230.97
1545,1445-2022 U,Maple-Norway,Acer platanoides,,23,,41.836782732,-87.62567067,Unknown,,,Mature,Good,,,11394.87
1547,-2022 U,Hawthorn,Crataegus sp.,,13,,41.836922682,-87.625876597,Unknown,,,Semi- mature,Fair,,,1857.31
1548,1448-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.83476893,-87.62365943,Unknown,,,Semi- mature,Good,,,3015.66
1549,1449-2022 U,Ash-Green,Fraxinus pennsylvanica,,13,,41.83476058,-87.62379018,Unknown,,,Semi- mature,Fair,,,1857.31
1550,1450-2022 U,Ash-Green,Fraxinus pennsylvanica,,12,,41.83476612,-87.62402857,Unknown,,,Semi- mature,Good,,,2215.58
1551,1451-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.83475118,-87.62416555,Unknown,,,Mature,Good,,,4883.52
1552,1452-2022 U,Linden-American,Tilia americana,,25,,41.83484092,-87.6242168,Unknown,,,Mature,Good,,,13462.75
1553,1453-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.83478027,-87.62446513,Unknown,,,Semi- mature,Fair,,,2136.46
1554,1454-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,14,,41.83474985,-87.62489857,Unknown,,,Semi- mature,Fair,,,1292.42
1555,1455-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.83480047,-87.62484277,Unknown,,,Semi- mature,Good,,,3640.33
1556,1456-2022 U,Hawthorn,Crataegus sp.,,5,,41.83481248,-87.62488355,Unknown,,,Semi- mature,Good,,,538.51
1557,1457-2022 U,Hawthorn,Crataegus sp.,,5,,41.83477908,-87.62475113,Unknown,,,Semi- mature,Good,,,538.51
1558,1458-2022 U,Hawthorn,Crataegus sp.,,6,,41.83478543,-87.62473492,Unknown,,,Semi- mature,Good,,,775.45
1559,1459-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.8347756,-87.62462417,Unknown,,,Semi- mature,Fair,,,2600.23
1560,1460-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.8347744,-87.62456673,Unknown,,,Semi- mature,Good,,,3101.82
1561,1461-2022 U,Hawthorn,Crataegus sp.,,2,,41.837513412,-87.624178583,Unknown,,,Semi- mature,Good,,,86.16
1562,1462-2022 U,Dogwood-Pagoda,Cornus alternifolia,,3,,41.83752378,-87.624094075,Unknown,,,Semi- mature,Good,,,193.86
1563,1463-2022 U,Hackberry,Celtis occidentalis,,3,,41.837527164,-87.624079773,Unknown,,,Semi- mature,Good,,,193.86
1564,1464-2022 U,Dogwood-Pagoda,Cornus alternifolia,,"2,2",,41.837575553,-87.624063585,Unknown,,,Semi- mature,Fair,,,123.09
1565,1465-2022 U,Hawthorn,Crataegus sp.,,19,,41.83756095,-87.623937065,Unknown,,,Semi- mature,Good,,,7776.08
1566,1466-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.8375304,-87.623808666,Unknown,,,Semi- mature,Fair,,,9616.25
1567,1467-2022 U,Redbud-Eastern,Cercis canadensis,,"4,4",,41.837588461,-87.623730803,Unknown,,,Semi- mature,Good,,,689.29
1569,1469-2022 U,Hawthorn,Crataegus sp.,,"12,8",,41.837531332,-87.623689181,Unknown,,,Semi- mature,Good,,,4480.4
1570,1470-2022 U,Hawthorn,Crataegus sp.,,10,,41.837526034,-87.623621139,Unknown,,,Semi- mature,Good,,,2154.04
1571,1471-2022 U,Hawthorn,Crataegus sp.,,15,,41.837481732,-87.623615749,Unknown,,,Semi- mature,Good,,,4846.59
1572,1472-2022 U,Redbud-Eastern,Cercis canadensis,,"6,6,5",,41.837357887,-87.623611574,Unknown,,,Semi- mature,Good,,,6268.26
1573,1473-2022 U,Elm-American,Ulmus americana,,32,,41.837311982,-87.623752276,Unknown,,,Mature,Good,,,15436.18
1574,1474-2022 U,Elm-American,Ulmus americana,,32,,41.83734458,-87.623845582,Unknown,,,Mature,Good,,,9261.71
1575,1475-2022 U,Hawthorn,Crataegus sp.,,"3,2,2,2,2",,41.837155805,-87.623759645,Unknown,,,Semi- mature,Good,,,1615.53
1576,1476-2022 U,Hawthorn,Crataegus sp.,,"3,3,2,2,2",,41.837032469,-87.623764691,Unknown,,,Semi- mature,Good,,,1938.64
1578,1478-2022 U,Walnut-Black,Juglans nigra,,15,,41.836895544,-87.623789556,Unknown,,,Semi- mature,Good,,,4846.59
1579,1479-2022 U,Walnut-Black,Juglans nigra,,17,,41.836802291,-87.623735863,Unknown,,,Semi- mature,Good,,,6225.18
1580,1480-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.836871299,-87.624087544,Unknown,,,Semi- mature,Good,,,6154.4
1581,1481-2022 U,Honeylocust-Common,Gleditsia triacanthos,,18,,41.836966567,-87.624137449,Unknown,,,Semi- mature,Good,,,4985.06
1582,1482-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.837029555,-87.624080411,Unknown,,,Semi- mature,Good,,,4985.06
1583,1483-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.837227095,-87.624129405,Unknown,,,Semi- mature,Good,,,8139.19
1584,1484-2022 U,Walnut-Black,Juglans nigra,,18,,41.837338959,-87.62412038,Unknown,,,Semi- mature,Good,,,4985.06
1585,1485-2022 U,Walnut-Black,Juglans nigra,,15,,41.836664941,-87.623616495,Unknown,,,Semi- mature,Good,,,4846.59
1586,1486-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,30,,41.836587044,-87.62366715,Unknown,,,Mature,Good,,,13847.4
1587,1487-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,22,,41.836490521,-87.623581412,Unknown,,,Semi- mature,Fair,,,7446.82
1588,1488-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.836443619,-87.623586958,Unknown,,,Semi- mature,Fair,,,8139.19
1589,1489-2022 U,Hawthorn,Crataegus sp.,,"7,6",,41.836350213,-87.623757222,Unknown,,,Semi- mature,Fair,,,1307.81
1590,1490-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,30,,41.836356638,-87.623930044,Unknown,,,Mature,Fair,,,13847.4
1591,1491-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,28,,41.836367861,-87.623982488,Unknown,,,Mature,Fair,,,12062.62
1592,1492-2022 U,Walnut-Black,Juglans nigra,,23,,41.836299927,-87.624127435,Unknown,,,Semi- mature,Good,,,11394.87
1593,1493-2022 U,Hawthorn,Crataegus sp.,,"18,13",,41.836813127,-87.624489693,Unknown,,,Semi- mature,Fair,,,7585.3
1594,1494-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.83683423,-87.624381022,Unknown,,,Semi- mature,Good,,,624.67
1595,1495-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2",,41.836780321,-87.624388617,Unknown,,,Semi- mature,Good,,,538.51
1596,1496-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,27,,41.836793452,-87.624365749,Unknown,,,Mature,Fair,,,11216.39
1597,1497-2022 U,Walnut-Black,Juglans nigra,,13,,41.836686863,-87.624133011,Unknown,,,Semi- mature,Good,,,3640.33
1598,1498-2022 U,Locust-Black,Robinia pseudoacacia,Purple Robe',9,,41.83613498,-87.62351055,Unknown,,,Semi- mature,Good,,,1246.27
1599,1499-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,21,,41.83604403,-87.62352458,Unknown,,,Semi- mature,Good,,,6785.23
1600,1500-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.83597813,-87.62352253,Unknown,,,Semi- mature,Fair,,,4396.0
1601,1501-2022 U,Hawthorn,Crataegus sp.,,6,,41.83481305,-87.62448227,Unknown,,,Semi- mature,Good,,,775.45
1602,1502-2022 U,Hawthorn,Crataegus sp.,,6,,41.83478733,-87.6244382,Unknown,,,Semi- mature,Good,,,775.45
1603,1503-2022 U,Hawthorn,Crataegus sp.,,6,,41.83481557,-87.62445655,Unknown,,,Semi- mature,Good,,,775.45
1604,1504-2022 U,Hawthorn,Crataegus sp.,,5,,41.83488423,-87.62441673,Unknown,,,Semi- mature,Good,,,538.51
1605,1505-2022 U,Hawthorn,Crataegus sp.,,5,,41.8349151,-87.62447048,Unknown,,,Semi- mature,Good,,,538.51
1606,1506-2022 U,Maple-Norway,Acer platanoides,,25,,41.83496438,-87.62445577,Unknown,,,Mature,Fair,,,6868.75
1607,1507-2022 U,Hawthorn,Crataegus sp.,,13,,41.835033902,-87.624456879,Unknown,,,Mature,Fair,,,1857.31
1608,1508-2022 U,Hawthorn,Crataegus sp.,,5,,41.83504755,-87.62443602,Unknown,,,Semi- mature,Fair,,,384.65
1609,1509-2022 U,Hawthorn,Crataegus sp.,,6,,41.83508542,-87.62448122,Unknown,,,Semi- mature,Good,,,775.45
1610,1510-2022 U,Hawthorn,Crataegus sp.,,6,,41.835055124,-87.624529965,Unknown,,,Semi- mature,Good,,,775.45
1611,1511-2022 U,Hawthorn,Crataegus sp.,,6,,41.83515025,-87.6245851,Unknown,,,Semi- mature,Good,,,553.9
1612,1512-2022 U,Hawthorn,Crataegus sp.,,6,,41.83514243,-87.6245095,Unknown,,,Semi- mature,Good,,,553.9
1613,1513-2022 U,Hawthorn,Crataegus sp.,,6,,41.83515808,-87.62446002,Unknown,,,Semi- mature,Good,,,332.34
1614,1514-2022 U,Birch-European White,Betula pendula,,12,,41.835110234,-87.624391386,Unknown,,,Semi- mature,Good,,,3101.82
1615,1515-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.835115224,-87.624717904,Unknown,,,Semi- mature,Good,,,4446.55
1616,1516-2022 U,Hawthorn,Crataegus sp.,,4,,41.8350835,-87.62476135,Unknown,,,Young,Fair,,,246.18
1617,1517-2022 U,Hawthorn,Crataegus sp.,,7,,41.83495305,-87.6249403,Unknown,,,Semi- mature,Good,,,1055.48
1618,1518-2022 U,Hawthorn,Crataegus sp.,,5,,41.83512002,-87.62490127,Unknown,,,Semi- mature,Good,,,538.51
1619,1519-2022 U,Hawthorn,Crataegus sp.,,5,,41.83513973,-87.62490149999999,Unknown,,,Semi- mature,Good,,,538.51
1620,1520-2022 U,Hawthorn,Crataegus sp.,,6,,41.83512347,-87.62485452,Unknown,,,Semi- mature,Good,,,775.45
1621,1521-2022 U,Crabapple,Malus sp.,,7,,41.83512033,-87.62478723,Unknown,,,Semi- mature,Good,,,753.91
1622,1522-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.83504528,-87.624901,Unknown,,,Semi- mature,Good,,,6979.09
1623,1523-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.8351242,-87.62493992,Unknown,,,Semi- mature,Good,,,6979.09
1624,1524-2022 U,Hawthorn,Crataegus sp.,,"6,5",,41.83524432,-87.6248885,Unknown,,,Semi- mature,Good,,,1313.96
1625,1525-2022 U,Hawthorn,Crataegus sp.,,"5,4,3,3,3",,41.83525243,-87.6248473,Unknown,,,Semi- mature,Good,,,1464.75
1626,1526-2022 U,Hawthorn,Crataegus sp.,,"7,6",,41.8352769,-87.62489735,Unknown,,,Semi- mature,Good,,,1830.93
1627,1527-2022 U,Hawthorn,Crataegus sp.,,7,,41.83526312,-87.62460245,Unknown,,,Semi- mature,Good,,,753.91
1628,1528-2022 U,Hawthorn,Crataegus sp.,,6,,41.83526138,-87.6246714,Unknown,,,Semi- mature,Good,,,553.9
1629,1529-2022 U,Hawthorn,Crataegus sp.,,5,,41.83538547,-87.62471527,Unknown,,,Semi- mature,Good,,,538.51
1630,1530-2022 U,Mulberry-White,Morus alba,,7,,41.835392952,-87.624653728,Unknown,,,Semi- mature,Good,,,6332.88
1631,1531-2022 U,Arborvitae-Eastern,Thuja occidentalis,,6,,41.83534328,-87.62462927,Unknown,,,Semi- mature,Good,,,10856.36
1632,1532-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.83538457,-87.62489607,Unknown,,,Semi- mature,Fair,,,4446.55
1633,1533-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,19,,41.835565869,-87.624776011,Unknown,,,Semi- mature,Good,,,7776.08
1634,1534-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,27,,41.835555058,-87.624718704,Unknown,,,Mature,Fair,,,11216.39
1635,1535-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,19,,41.83561601,-87.624614314,Unknown,,,Semi- mature,Good,,,5554.35
1636,1536-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.835664967,-87.62466717,Unknown,,,Mature,Fair,,,6330.24
1637,1537-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,20,,41.83563252,-87.62488943,Unknown,,,Semi- mature,Fair,,,4396.0
1638,1538-2022 U,Hawthorn,Crataegus sp.,,"5,5",,41.83559032,-87.62490303,Unknown,,,Semi- mature,Good,,,1077.02
1639,1539-2022 U,Hawthorn,Crataegus sp.,,"4,4",,41.83560392,-87.62492512,Unknown,,,Semi- mature,Good,,,689.29
1640,1540-2022 U,Hawthorn,Crataegus sp.,,"5,5",,41.83562548,-87.62497008,Unknown,,,Semi- mature,Good,,,1077.02
1641,1541-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,32,,41.83577712,-87.62494812,Unknown,,,Mature,Good,,,15436.18
1642,1542-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.835824742,-87.624772861,Unknown,,,Mature,Good,,,8862.34
1643,1543-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.835829923,-87.624602416,Unknown,,,Semi- mature,Good,,,6225.18
1644,1544-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,28,,41.835832268,-87.624506167,Unknown,,,Mature,Good,,,12062.62
1645,1545-2022 U,Hawthorn,Crataegus sp.,,6,,41.835842026,-87.624505895,Unknown,,,Semi- mature,Fair,,,553.9
1646,1546-2022 U,Hawthorn,Crataegus sp.,,5,,41.83590572,-87.6244901,Unknown,,,Semi- mature,Fair,,,384.65
